"","date","incident"
"1741",2008-11-26,"At least 101 persons, including 14 policemen and nine foreigners, were killed and over 300 persons injured in multiple terrorist attacks in Mumbai which began on November 26-night and was going on till the reports last came in. Among those killed were chief of the Anti Terrorist Squad (ATS), Hemant Karkare, Additional Commissioner of Police (east Mumbai), Ashok Kamte, and senior police officer Vijay Salaskar. The terrorists, who apparently came in by boats, struck at 10 places in south Mumbai including five-star hotels, hospitals and train stations, according to NDTV. Among the locations attacked were: Trident Hotel, Taj Hotel, Nariman House, Wadi Bunder, Cama hospital, GT hospital, VT station, Bootleggers pub, Girgaum and Metro cinema. There were also reports of a low intensity blast in Ville Parle and grenade attack in Santa Cruz. Two blasts have been reported in the Napean Sea road area of south Mumbai. There is a hostage situation in at least two locations - the Taj and the Trident hotels – when last reports came in. In the Taj Colaba, at least 100 people are believed to be trapped probably held hostage by terrorists. Some of these are Israeli and Canadian nationals. The terrorists reportedly came in by sea from Karachi in Pakistan. A boat laden with explosives was recovered later at night off the Gateway of India. Five suspected terrorists were killed in two separate incidents overnight including two at Girgaum in south Mumbai during a gun battle and two sten guns have been recovered from them, police said. While NSG and Military Commandos have reportedly entered the Taj and Trident hotels, at least 800 Army personnel have been deployed at various locations in Mumbai. ""Encounter is on between police and terrorists at Taj and Trident. Our people have surrounded them and the Anti-Terrorist Squad (ATS) team has arrived at the Taj hotel,"" said the Director General of Police, A. N. Roy. Many foreigners have reportedly been held hostage by the terrorists. ""Gunmen took 15 hostages and half of them foreigners,"" said an eye-witness at the Taj hotel. ""Gunmen wanted anyone with British or American passport,"" said another eye-witness. At least four terrorists were holed up in the Taj Hotel where 40 to 50 guests were still trapped, Major R K Hooda, General Officer Commanding of Maharashtra, Goa and Gujarat, said. Speaking to NDTV, Maharashtra Deputy Chief Minister R. R. Patil said, ""There is no plan for talks with the terrorists."" Claiming to have some ""vital leads"", he expressed confidence of a breakthrough soon. Intelligence sources said that a foreign hand is fully evident in these attacks. They have also reportedly arrested a Pakistan national from Chowpatty area in the city. Police chief A. N. Roy said, ""There is no indication so far of the identity of the terrorists."" He said that the terrorists were highly armed, level of weapons and training suggest that they are not locals. An unknown outfit, Deccan Mujahideen, has sent an email to news organizations claiming that it carried out the Mumbai attacks. One of the hidden terrorist inside the Oberoi hotel identified as Sahadullah demanded that all arrested Mujahideen should be released, while giving an interview to an unidentified news channel on November 26, reports Times of India. ""There are seven of us inside Hotel Oberoi,"" and ""We want all Mujahideens held in India released and only after that we will release the people… Release all the Mujahideens, and Muslims living in India should not be troubled"", Sahadullah said."
"1742",2008-11-26,"The death toll in the multiple terrorist attacks in Mumbai, which began on November 26-night and is still continuing, has increased to 130 while 327 persons have been reported injured. Officially 400 persons were evacuated from the Taj Mahal hotel and about 70 from the Hotel Trident."
"1743",2008-11-26,"According to Telegraph, when six persons, including four truck drivers and two excavator operators, were collecting soil near the Maphou dam site in Nongdam Tangkhul, around five to six militants forced them out of their vehicles and opened fire on them, killing five of them on November 26-night. The other victim of the attack, Heikrujam Inaobi, sustained bullet injuries. He managed to escape to the nearest security outpost on November 27-night. The slain persons were identified as Yumnam Kumar Singh, Thounaojam Nongal, Loitongbam Naobi Singh, Mohammed Manjur and Debendra Thapa. The Masphu dam is being built over the Thoubal river at the tri-junction of Imphal East, Senapati and Ukhrul districts."
"1744",2008-11-28,"On November 28, security forces killed seven militants of the Lashkar-e-Toiba (LeT) in two separate gun-battles in the Bandipora and Awantipore areas, Daily Excelsior reported. Official sources said that troops of Rashtriya Rifles and Bandipora Police launched a cordon-and-search operation immediately after receiving specific information regarding the presence of a heavily armed group of Pakistani militants at Gujjar Patti Shogbaba Sahib. During the search operation, an encounter occurred between the holed up militants and SFs that lasted for 15 hours. Sources said that five militants were killed when troops destroyed their hideouts in two residential houses of Lateef Khan and Bashir Khan besides two cowsheds. According to Police, all the five were Pakistani cadres of the LeT. They added that five AK-47 rifles, 13 magazines, cellular phones and a GPS set were recovered from the possession of slain militants. In another incident, troops of the Rashtriya Rifles and Awantipore Police targeted a militant hideout at Punzgam in the Pulwama district and shot dead two LeT militants who were hiding at a house in the neighbourhood. Officials identified one of the duo as Rayees Ahmed Wagay of Punzgam and said his associate was a Pakistani national."
"1745",2008-11-29,"Three Border Security Force (BSF) personnel and an employee of a construction company were killed when National Liberation Front of Tripura (NLFT) militants ambushed a patrolling party at Wadukcherra under Manikpur police station in the Dhalai district on November 29, reports, Tripura Times. Three slain personnel were identified as T. Biju, R.C. Nath and Sonatan Biswas. Another slain person was identified as Monoranjan Sarkar, staff of a construction company. One BSF personnel, Abidur Rahaman, and one worker of the construction company, Uttam Das, were also injured in the attack."
"1746",2008-11-07,"The security forces had recovered dead bodies of three out of four infiltrators killed on the Line of Control (LoC) at Makhyari dhok in Sabjian area of the Poonch district on November 7. One of the killed infiltrators was identified as Mushtaq Ahmed son of Ghulam Nabi Naik, a resident of Pak occupied Kashmir (PoK). One 12 bore gun, two cartridges, two blankets, PKR 2890, one mobile set with two Pakistani SIM cards and some clothes were recovered from the incident site."
"1747",2008-11-08,"A day earlier, troops foiled an infiltration attempt by a group of six militants killing four of them in an encounter on the Line of Control (LoC) at Sabjian in the Poonch district on November 8, reports Daily Excelsior. While two other militants managed escape, trooper Naib Subedar M.K. Thappa was seriously injured during the encounter with the militants. The militants were believed to be the cadres of the Lashkar-e-Toiba (LeT) outfit and most of them were the foreign mercenaries. Two AK rifles and a large quantity of ammunition and explosives were recovered from the killed militants."
"1748",2008-11-08,"Army and Jammu and Kashmir Police in two separate counter-insurgency operations on November 8 shot dead eight top militants of the Hizb-ul-Mujahideen (HM) and Lashkar-e-Toiba (LeT) outfits—four each in the Doda and Poonch districts, according to Daily Excelsior. The Senior Superintendent of Police of Doda district Prabhat Singh said that four hardcore HM militants, including a ‘district commander’ of the outfit, were killed by police personnel during an encounter at Baleni Nullah in Dessa area of Doda district."
"1749",2008-10-10,"On October 10, at least eight persons, including the vice-chairman of Kuarmunda block, were injured when two suspected Communist Party of India-Maoist (CPI-Maoist) cadres attacked them by hurling bombs at Raibaga, 35 kilometres from Rourkela, reports PTI. The incident took place when the block vice-chairman, Shyam Sundar Sahu and other villagers questioned two motorcycle-borne youths on their suspicious activities. The suspected Maoists then attacked them with bombs and fled away into the nearby forests."
"1750",2008-10-11,"Three Lashkar-e-Toiba (LeT) militants were killed and a police constable, Nazir Ahmad, was wounded during an encounter at Badli Beri near Sogam in the Kupwara district on October 11, according to Daily Excelsior. The slain militants were Pakistani nationals, identified as Abu Hafiz, Hafiz and Saqib. Three AK rifles, six magazines, 232 rounds and a UBGL were recovered from their possession."
